Tipo,NCM,Descricao,Valor Total
Monofasico,30049069,"DIPIRONA 1G GEN CPR C/10-NQ",10.0
Monofasico,30049069,"DIPIRONA",8.0
Monofasico,30049037,"TORSILAX C/30 CP (-) NEO",22.0
Monofasico,30049077,"TROK-N CR 30G",83.8
Monofasico,30049069,"LOSARTANA POTAS 50MG C/30 COMP MULTILAB",10.0
Monofasico,30044990,"DORFLEX ENV. C/ 10 CRP",7.6
Monofasico,30049099,"RAPILAX GOTAS 1X30",20.0
Monofasico,30049059,"ESCITALOPRAM 20 MG C 30 CP",40.0
Monofasico,30049079,"VENAFLON 450+50MG C/30 CP REV (-)TEU",50.0
Monofasico,30049059,"ACETILCISTEINA 600MG C/16 ENV 5G GERMED GEN",35.0
Monofasico,30042099,"NISTATINA+OX ZINCO GMD POM 60G",18.0
Monofasico,30049049,"GLIFAGE XR 500MG",23.34
Monofasico,30043981,"PURAN T4 25MCG CX 30 COMP",17.97
Monofasico,30049045,"INFRALAX 30 CPR",18.0
Monofasico,30049066,"METRONIDAZOL 250MG C 20 SP",14.129999999999999
Monofasico,30049069,"DERMOBENE SOL. 20ML - L",27.9
Monofasico,30049079,"NIMESULIDA 100MG C 12 CPO",4.97
Monofasico,30044990,"BUSCO DUO C/ 20 CPR NEG. %DESC:7.00 ST:3.12 PF:18.",31.080000000000002
Monofasico,30049069,"MECLIN 50 MG C/ 15 CPRS NEUTRO",47.919999999999995
Monofasico,30043999,"PREDNISOLONA 20 MG C 10 CP BIOSINT",18.0
Monofasico,30049039,"FILINAR 5MG XPE INF 120ML",29.86
Monofasico,30049069,"LORATADINA 1MG/ML EM 100ML",15.0
Monofasico,30049069,"DORALGINA C/20CP (NQO)",18.0
Monofasico,30039083,"DEXCLORF+BETAMETASONA XPE C/ 120 ML",15.83
Monofasico,30049064,"ALPRAZOLAM 2MG C/30",40.0
Monofasico,30043939,"FORMULA",44.0
Monofasico,30043290,"PSOREX CR 30G",23.9
Monofasico,30049077,"EMSCORT POMADA 20MG",27.0
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",10.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",4.0
Monofasico,30043939,"NORETISTERONA+ESTRADIOL INJ 1ML",24.0
Monofasico,30049039,"KIT NIMESULIDA 100MG C/ 3 UNID",10.0
Monofasico,30066000,"CICLO 21 PONDERADO",10.65
Monofasico,33072010,"DES.HERBIS.AER.DARK SILV.150M",10.49
Monofasico,33041000,"BATOM VELVETY BG07 GLASS HB5487 RUBYROSE",19.99
Monofasico,33072010,"DESOD AER DOVE CLINICAL CLEAN ORIG WOMAM 150ML *(",21.99
Monofasico,30042052,"CEFALEXINA 500 MG 1 BL X 10 CPR",18.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",4.0
Monofasico,30049069,"CROCS SONIC AZUL 32/33",96.99
Monofasico,30049099,"HIDRALI SAIS SAB LARANJA PO SOL C/4 ENV (AIREL)",4.99
Monofasico,30049099,"RIFOTRAT SPRAY 20ML",20.0
Monofasico,33043000,"ESM IMPALA S/BL COL.5 DESTINOS",4.99
Monofasico,33043000,"ESM RISQE RENDA 8ML",5.49
Monofasico,33043000,"Esm.Impala Cor da Moda Perolado Semear..7,5ml",4.99
Monofasico,33042010,"PALETA DE SOMBRA GLITTER LOVE RAIN LR9115",24.99
Monofasico,30049069,"PIRANHA COLORIDA DE FERRO MEDIA",19.99
Monofasico,30049079,"TADALAFILA 20MG 4CPR ACD CAIXA",10.0
Monofasico,30049069,"QUETIAPINA 50MG C 30CP",200.0
Monofasico,30049069,"DONEPEZILA+MEMANTINA(C1) 10MG+20MG 30CPR EMS",259.0
Monofasico,33059000,"TIN BEAUTY COLOR 5.0(TAG)",35.98
Monofasico,30049039,"SERTRALINA 50MG C 30 CP",55.16
Monofasico,30049069,"BETAISTINA 24MG 30CP BIO",52.0
Monofasico,30044990,"BUSCOPAN C 20 CP",23.57
Monofasico,33072010,"DESD AERO",37.98
Monofasico,30049069,"DORALGINA C/4 COMP",4.0
Monofasico,33059000,"CR SKALA 1000G AMIDINHO DE MILHO KIDS COND(E)*",12.79
Monofasico,30049099,"DORILAX DT 450/50/35 C/12CP",9.19
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",5.0
Monofasico,30049069,"DIPIRONA",4.0
Monofasico,30049069,"ATORVASTATINA 20 MG C/30 CPR. - LG",34.0
Monofasico,33049990,"OLEO FARMAX GIRASSOL C/ APLICADOR",19.99
Monofasico,30049049,"TORSILAX C/ 12 CP (-) NEO",12.0
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,30049069,"SAND MODARE BEGE 35",91.0
Monofasico,30049099,"PANT",72.96
Monofasico,33059000,"TINT KOLLESTON 30",28.99
Monofasico,33059000,"BIOCOLOR BOZZANO HOMEM CAST CLARO",34.99
Monofasico,33059000,"MASC CAP LOLA DANOS VORAZES 450G",51.79
Monofasico,33059000,"SPRAY M.LISO COND 10 EM 1 ANTIFRIZ 240ML",29.99
Monofasico,33059000,"OLEO CAP DABELLE O.MAGICO JOJOBA 45ML",22.99
Monofasico,33051000,"SH ELSEVE 400ML PURE HIALURONICO(E)*",35.99
Monofasico,30039099,"DIPROGENTA CREME C/ 30 GRS NEG.",46.0
Monofasico,30049077,"TROK-N CR 30G",41.9
Monofasico,30043999,"CELERGIN XPE 120ML - E",32.0
Monofasico,30043220,"ESPIRONOLACTONA 25MG /30CP",50.0
Monofasico,30049045,"RESFEDRYL C/20 (PARAC+ASSOC) CIENCE",15.0
Monofasico,30049057,"CARBOCISTEINA INF 20MG/ML 100ML (-)GEO",20.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",2.0
Monofasico,30049064,"ALPRAZOLAM GMD 1MG C/30 CP B1",30.0
Monofasico,30043939,"FORMULA",5.0
Monofasico,30049037,"BIOFENAC SOL AERO 60G",35.81
Monofasico,30051010,"SALONPAS ADESIVO GDE 4 UNID",35.46
Monofasico,30043939,"FORMULA",87.0
Monofasico,30049069,"TINIDAZOL+MICONAZ.CR.VAG.45GR GEOLAB (GEN)",32.0
Monofasico,30049069,"FLUCOVIL 150MG C/2 COMP.",10.0
Monofasico,33043000,"ESMALTE COLORAMA 8 ML",4.99
Monofasico,33043000,"ESM IMPALA PATINS 7.5 ML",4.99
Monofasico,33043000,"ACETONA FARMAX 100 ML (DAR BAIXA NO TAG)",3.99
Monofasico,30049069,"PANTOPRAZOL 40MG C 60 CP",30.0
Monofasico,33059000,"TIN MAXTON 3.0 TAG",13.99
Monofasico,30049029,"ESTOMAZIL ABACAXI",14.0
Monofasico,30049099,"ENGOV C/6 COMP.",9.99
Monofasico,30049037,"BELFAREN 50MG C 20",5.0
Monofasico,33079000,"CERA DEP DEPIL BELLA 0300G HIDROSSOLUVEL NATURAL *",22.99
Monofasico,33079000,"DEPILBELLA OLEO HID REMOVEDOR 140 ML",26.49
Monofasico,33072010,"LEITE DE COLONIA TRAD 200ML",9.99
Monofasico,33059000,"TINT. COR&TON 50G (TAG)",17.99
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",9.99
Monofasico,30049069,"DIPIRONA 500MG C 10 CP",4.0
Monofasico,30049045,"RESFEDRYL C/20 (PARAC+ASSOC) CIENCE",15.0
Monofasico,30049039,"SEDOL 300+30+30MG C/ 20CP (-) CAZI",15.0
Monofasico,30043999,"CELERGIN XPE 120ML - E",32.0
Monofasico,30043939,"NORETISTERONA+ESTRADIOL INJ 1ML",23.4
Monofasico,30049069,"PRESILHA INFANTIL PAR",7.99
Monofasico,30049069,"TOUCA DE CETIM PERSONALISADAS",26.99
Monofasico,33072010,"DESOD AER DOVE CLINICAL CLEAN ORIG WOMAM 150ML *(",22.99
Monofasico,33043000,"ESM IMPALA CUIDADOS ESPEC CL 7,5ML BASE FORCA EXT*",6.99
Monofasico,30049079,"INDAPAMIDA 1,5MG C/30 COMP GEN",20.0
Monofasico,30049039,"SELOZOK 25 MG 30 CP R ATZ",40.34
Monofasico,30049069,"BRASART 320MG C30 COM REV",66.29
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,30033939,"DIAD 1,5 MG C 1 CP",10.0
Monofasico,33072010,"DES. ROLLON DOVE (TAG)",12.99
Monofasico,30043939,"FORMULA",165.0
Monofasico,30049099,"PREGABALINA*C1 75MG 60CAP BLB",55.0
Monofasico,30043939,"FORMULA",26.0
Monofasico,33049990,"CARMED KIDS HID LAB BG 10G TORTA MACA",44.99
Monofasico,30049069,"TAMANCO MODARE PRETO 38",100.0
Monofasico,30049099,"PLENIGEL SOL OFT 15ML",67.97
Monofasico,30049099,"LEVOFLOXACINO 750MG C 5 CP",43.2
Monofasico,30049069,"TOUCA DE CETIM REGULAGEM",14.99
Monofasico,33072090,"DES. TABU CR 55G TRAD(TAG)",7.99
Monofasico,33072010,"DES ROLL-ON REXONA MEN 50ML",12.99
Monofasico,30043290,"TRIANCINOLONA ORABASE POM 10 G",14.0
Monofasico,30043939,"DICLIN 21 DRG",22.0
Monofasico,33043000,"ESM IMPALA INCOLOR",4.99
Monofasico,33043000,"ESMALTE IMPALA 7,5 ML",4.99
Monofasico,33049990,"RUBY ROSE BASE LIQUIDA SOFT MATTE CHOCOLATE 6 CHOC",21.99
Monofasico,30049099,"CYSTEX C/24 COMP",44.51
Monofasico,30049067,"NORFLOXACINO 400MG C 14 CP",18.0
Monofasico,30049037,"NEOCOFLAN AEROSOL 11,6MG/G",30.0
Monofasico,30049069,"ALERADINA 0,5MG/ML XPE 60ML",26.0
Monofasico,30066000,"CICLO 21 PONDERADO",10.65
Monofasico,30042052,"CEFALEXINA PO SUSP ORAL 250MG 100ML (GEN) UNIAO QU",32.0
Monofasico,30049045,"PARACETAMOL 750MG 20CPR BLF",12.0
Monofasico,30049069,"DOMPERIDONA 10MG C/30 GERMED GEN",15.0
Monofasico,30049069,"CLONAZEPAM EMS 2MG 3BL C/10CP B1",28.0
Monofasico,30049029,"CETOPROFENO EMS 50MG C/24 CAPS",22.0
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,30049049,"MIORRELAX",16.95
Monofasico,30049062,"TORAGESIC SL 10MG C/10",44.5
Monofasico,30049069,"CEFALIV C/12 COMP",20.0
Monofasico,30049059,"GLYXAMBI 25+5MG 30CPR",295.46999999999997
Monofasico,30049079,"NIMESULIDA 100MG C 12 CPO",5.0
Monofasico,30049069,"NOVALGINA 100ML XAROPE",45.66
Monofasico,33049910,"BEPANTOL DERMA TQ SECO CR 30G",60.25
Monofasico,30049099,"Simeticona 75mg/ml Gts 10ml / Airela / *(1,2)",8.0
Monofasico,30049029,"DIPIRONA MONOIDRATADA 1G 10 COMPR VITAMEDIC",15.0
Monofasico,30049099,"SIMETICONA 40MG",12.74
Monofasico,33052000,"ALIS E RELAX GUAN REG(E) (DAR BAIXA SO NO TAG)",32.69
Monofasico,30044990,"DORFLEX ENV. C/ 10 CRP",6.89
Monofasico,30044990,"DORFLEX 24CP",15.950000000000001
Monofasico,30049069,"OMEPRAZOL TEU 20MG C/28 CAPS",9.06
Monofasico,30049069,"NEOCOPAN COMPOSTO 20 CO",16.5
Monofasico,30043939,"FORMULA",81.0
Monofasico,33059000,"COLOR SOFT COLOR 0073 AVELA(E)*",30.0
Monofasico,30044990,"COLTRAX 2MG C 3 AMP 2ML",19.66
Monofasico,30049079,"INDAPAMIDA 1,5MG C/30 COMP GEN",20.0
Monofasico,30049059,"NEBIVOLOL 5 MG C 60 CP",62.0
Monofasico,33059000,"CR TRAT SKALA FRUTASTICA MORANGO 1KG",12.79
Monofasico,30042052,"CEFALEXINA 500 MG 1 BL X 10 CPR",54.0
Monofasico,30049069,"TOUCA DE CETIM REGULAGEM",29.98
Monofasico,33059000,"MASC CAP GOTA DOURADA CAB CACHEADOS 1KG *(1,2,3)",38.99
Monofasico,33059000,"CR TRAT SKALA FRUTASTICA UVA 1KG",12.79
Monofasico,33051000,"SH. GOTA D.FORTAL.S/SAL CAB.CACHEADOS 430ML",19.49
Monofasico,33059000,"COND. GOTA D.FORTAL.S/SAL 430ML",19.99
Monofasico,33049990,"BASE MATE LIQ BOCA ROSA COR 04",73.99
Monofasico,30049069,"LAPIS DERMATOGRAFICO PRETO 2,4G",7.99
Monofasico,30049069,"BATOM E BLUSH LUA E NEVE",21.99
Monofasico,30049099,"GEROVITAL COMP VITAMINA",81.0
Monofasico,30049069,"CAPTOPRIL 25MG C 30 CP",5.0
Monofasico,30049079,"HIDROCLOROTIAZIDA 25MG C/30",3.0
Monofasico,30049069,"TAMANCO MODARE BEGE 35",125.99
Monofasico,30049069,"SAND NUDE COM SALTO MODARE 35",159.99
Monofasico,30049059,"LIPISTATINA 40MG CT C/2BL X 15CPR REV",22.0
Monofasico,30049059,"LIPISTATINA 40MG CT C/2BL X 15CPR REV",22.0
Monofasico,30049069,"OLMECOR 40 MG C/ 60 COMP REV-SIMILAR",105.69
Monofasico,33059000,"MASC CAPILAR S LINE MEU LISO 300G",32.99
Monofasico,30049069,"DORALGINA C/4 COMP",4.0
Monofasico,33059000,"SPRAY TERMICO S LINE 240ML M LISO DEMAIS",23.49
Monofasico,30049072,"BELFACTRIMFCOMCXC10",40.0
Monofasico,30049069,"SAND BRANCA MOLECA SALTO BAIXO 38",124.99
Monofasico,30049069,"SANDALIA METALIZADO VIZZANO",149.99
Monofasico,33059000,"SELAGEM HAIR EXTRATTUS MAGICA DO LISO 1L",106.99
Monofasico,30049099,"NEOSORO SOL NASAL AD FR C/ 3 (-) NEO",16.0
Monofasico,30049099,"VENLAFAXINA 75MG X 30CPS GEL DUR",43.0
Monofasico,30043999,"FORASEQ 12+200MCG 60+60CPS S/INAL",167.3
Monofasico,30049045,"RESFEDRYL C/20 (PARAC+ASSOC) CIENCE",15.0
Monofasico,30049069,"DIPIRONA 1G 10CPR (NATULAB)",15.0
Monofasico,30049029,"SAL DE FRUTA ENO LARANJA 100GR",29.22
Monofasico,30049069,"DIPIRONA SOL 50MG/ML 1FRX100ML GEN",16.0
Monofasico,33043000,"ESM RISQUE GEL TOP COAT FIXADOR 9,5ML",15.99
Monofasico,33043000,"ESM IMPALA S/BL COL.5 DESTINOS",4.99
Monofasico,30049069,"GUARDA CHUVA HOMEN ARANHA",29.99
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,33072010,"DIPIRONA MONOIDRATADA 1G C 20 CP",21.6
Monofasico,33059000,"CR TRAT SKALA 1KG FRUT MELANCIA",12.79
Monofasico,33059000,"MASC CAP S LINE 0500G SOS CACHOS COLAGENO(E)*",25.99
Monofasico,33051000,"SH DABELLE 250ML MEU CRONO PERFEITO+COND 175ML(E)*",19.97
Monofasico,30049039,"BILASTINA 20MG GEN 30 CPR-NQG",54.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",36.0
Monofasico,30049069,"BETAISTINA 24MG 30CP BIO",26.0
Monofasico,30049039,"SUCCINATO DE METOPROLOL 25MG C/30 COMP",24.4
Monofasico,30049029,"ALGIE 150MG 10CPR LP",52.75
Monofasico,30043210,"DIPROSPAN INJ C/1X1 ML POS.",48.15
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30045090,"GRIPINEW 250MG 6 CPR.",3.5
Monofasico,30049079,"RUVA 20MG C 30 COMP REV",86.23
Monofasico,30049079,"CLOPIN DUO 75+100MG 30CPR",79.28
Monofasico,30049067,"ENALAPRIL 10 MG C/30 COMP",9.04
Monofasico,30049069,"PYRIDIUM 200MG DRG 1X18-ETICO",30.64
Monofasico,30049067,"NORFLOXACINO 400MG C 14 CP",18.0
Monofasico,30049037,"TORSILAX C/30 CP (-) NEO",22.0
Monofasico,33059000,"AGUA OX FARMA",2.99
Monofasico,30049069,"RIVOTRIL 0,25MG 30CPR B1",9.82
Monofasico,30049039,"SERTRALINA 100MG C/30CP",45.0
Monofasico,30049069,"ANSITEC 10MG COM. C20",71.49
Monofasico,33049910,"NIVEA CREME 56G",29.99
Monofasico,33043000,"ESM IMPALA LUAR 7,5ML",4.99
Monofasico,33043000,"ATLANTA ESMALTE GLITTER HITS 8ML * (LOTE: 1298)",6.99
Monofasico,33059000,"AGUA OXIGENADA CREMOSA V 30",2.99
Monofasico,33059000,"DESCOLOR. LISS 020G PROTEINA SOJA",3.99
Monofasico,33059000,"CR PENT S.LINE 1KG KIDS CACHINHOS BRILH",45.99
Monofasico,33059000,"TIN CASTING 400",42.99
Monofasico,33059000,"TIN CASTING 400",42.99
Monofasico,33049990,"GLICERINA FARMAX 100ML",8.99
Monofasico,33043000,"REMOV MARCIA 100ML A BASE ACETONA* *",3.99
Monofasico,30043939,"FORMULA",97.0
Monofasico,30049067,"SILDENAFILA 50MG COMP.C/04 N.Q GENERICO",10.0
Monofasico,30049099,"ROSUVASTATINA CAL 10MG CPR 1X30 GMD-GENERICO",30.0
Monofasico,30049069,"PAPETE PRETA COM FIVELA BEIRA RIO 36",124.99
Monofasico,30042052,"CEFALEXINA 250MG 100ML GTEUT*",27.0
Monofasico,30049042,"ATENOLOL 50MG C/30 COMP REV GEN SANDOZ",10.0
Monofasico,30049079,"NIMESULIDA 100M C/12",5.0
Monofasico,30049099,"EPOCLER ABACAXI C/12 FLAC 10ML",10.57
Monofasico,30049049,"MIORRELAX",15.0
Monofasico,30049069,"LOSARTANA +HIDROCLOROTIAZI 100+25 C 30",30.0
Monofasico,30066000,"CICLO 21 PONDERADO",10.0
Monofasico,30049069,"BOLA COURO SINTETICO",29.99
Monofasico,30042099,"NEBACETIN POM 15G NOVO-REFERENCIA",26.0
Monofasico,30049069,"CLONAZEPAN (B1) 2MG C 60 CP",19.53
Monofasico,33043000,"ESM DAILUS MEIA DE SEDA 8ML",7.8100000000000005
Monofasico,33043000,"ESM DALUS SE POUPE ME POUPE 8ML",7.8100000000000005
Monofasico,33043000,"ESM DAILUS ROSE 8ML",7.8100000000000005
Monofasico,33059000,"TINT. COR&TON 6.1",14.649999999999999
Monofasico,30044990,"DORFLEX ENV. C/ 10 CRP",7.39
Monofasico,30049099,"DORDENTE 3ML",5.99
Monofasico,33052000,"CR. ALIS. HAIR LIFE 180 G",14.99
Monofasico,33059000,"TONALIZ KERATON HARD COLOR ECS BLUE 100G",42.99
Monofasico,30049069,"SAND MODARE PRETA 36",124.99
Monofasico,33051000,"SH. J&J CABELOS CLAROS 400ML",28.79
Monofasico,33059000,"COND. JOHNSONS BABY 200 ML",24.99
Monofasico,33079000,"SORO FISIOLOGICO",5.99
Monofasico,30049099,"BIOHEPATON FLAC 10ML",2.0
Monofasico,30049099,"ESTOMAZIL",3.5
Monofasico,30049099,"CARBOLITIUM 300MG C/60CP",53.53
Monofasico,30049069,"QUETIAPINA 50MG C 30CP",178.72
Monofasico,30049059,"ESCITALOPRAM 15MG X 30 COMP REV - C1",71.49
Monofasico,30049079,"NITAZOXANIDA 500MG",31.259999999999998
Monofasico,30049045,"RESFEDRYL C/5 COMP",4.0
Monofasico,30039019,"AFTINE GOTAS 20ML CIFARMA",28.0
Monofasico,30049079,"AMPLICTIL 25 MG 20 CP R SFI (C1)",29.24
Monofasico,30049079,"GLICLAZIDA 60MG C 60 CP",69.82
Monofasico,30049069,"OMEPRAZOL 20MG CAPS C/56 TEUTO",19.94
Monofasico,30049069,"LAMOTRIGINA 100MG C/30",76.82
Monofasico,30049069,"LAMOTRIGINA 100MG 30CPR *C1 (ZYDUS) (C1)",36.58
Monofasico,30049069,"BORRIFADOR 500ML BRANCO",13.99
Monofasico,33074900,"CANFORA 712MG CAT.",5.0
Monofasico,30049079,"GLICAZIDA 30 MG C60 CP",31.5
Monofasico,33051000,"SH. PALMOLIVE NAT.NEUTRO 350ML",13.99
Monofasico,30049045,"RESFEDRYL C/5 COMP",8.0
Monofasico,30032029,"AZITROMICINA 500 MG C/ 5 CPR GEN-GL",20.0
Monofasico,30049079,"NIMESULIDA 100MG 12 CPR GN GERMED",5.0
Monofasico,30049029,"SONRISAL ENV C/ 2 COMP",2.79
Monofasico,96032100,"ESC DENTAL KESS STEPS MAC+ PROT CERDAS",21.99
Monofasico,33072010,"DESOD AER DOVE CLINICAL CLEAN ORIG WOMAM 150ML *(",43.98
Monofasico,30049039,"CONCARDIO 5MG C/30COMP",76.59
Monofasico,30049069,"DIPIRONA",8.0
Monofasico,30049069,"QUADRIDERM POM 20G-ETICO",60.07
Monofasico,30043939,"FORMULA",37.0
Monofasico,30045090,"APETIVAN B+C XPE 240ML-PH",28.0
Monofasico,30049069,"SAND NUDE COM SALTO MODARE 35",111.99000000000001
Monofasico,33042010,"MASCARA CILIOS INCOLOR",19.99
Monofasico,30049069,"XUXINHA GRANDE CORES DIVERSAS",1.44
Monofasico,30049079,"NIMESULIDA 100MG C 12 CPO",5.0
Monofasico,30049045,"INFRALAX 30 CPR",18.0
Monofasico,30049099,"RIVAROXABANA 10MG 30CPR REV PHB",48.0
Monofasico,33051000,"SH. PALMOLIVE NAT.NEUTRO 350ML",13.99
Monofasico,33059000,"TIN MAXTON 3.0 TAG",14.49
Monofasico,30049069,"CICLOPIROX OLAMINA GTS 10MG/ML 15ML GERMED GEN",26.0
Monofasico,33049990,"PROT SOL NIVEA SUN 200ML F70 PROTECTHIDRATA(E)*",108.99
Monofasico,33059000,"TINT. NUTRISSE 50",26.99
Monofasico,30049069,"KIT ACESSORIOS DE CABELO INFANTIL",19.99
Monofasico,30042099,"BACTROBAN 20 MG POMADA 10G",48.25
Monofasico,30049045,"PARACETAMOL 750MG 20CPR BLF",12.0
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,30049077,"TROK N CR 10G",20.89
Monofasico,30044990,"MIGRALIV C 12 CP",21.57
Monofasico,30049079,"CANDICORT CR 30G-ETICO",43.58
Monofasico,30049039,"NEVRALGEX C/ 30 CP",18.0
Monofasico,30049079,"NARATANO 2,5MG C/10 COMP MULTILAB",37.8
Monofasico,30049069,"ARADOIS 50MG CPR 1X60-ETICO",28.0
Monofasico,33051000,"SH. CINZA ESCURO SOFT HAIR 60ML(1405)",23.99
Monofasico,30049069,"ESPONJA MAQUIAGEM",7.99
Monofasico,30049049,"GLIFAGE XR 500MG",23.34
Monofasico,33043000,"ESM IMPALA ZAZ 7,5ML",4.99
Monofasico,33043000,"ESM IMPALA PARAISO 7,5ML",4.99
Monofasico,30049067,"ENALAPRIL 5MG C/30 COMP BELFAR",8.0
Monofasico,30049067,"ENALAPRIL 5MG C/30 COMP BELFAR",16.0
Monofasico,33074900,"AROMATIZADOR DE AMBIENTE ERVA-DOCE",17.99
Monofasico,34011190,"LENCO PIQUITUCHO C 120 UNID",14.99
Monofasico,30049077,"EMSCORT POMADA 20MG",27.0
Monofasico,33059000,"CR. SKALA HIDRONUTRITIVOPLUS 1KG (1474)",12.79
Monofasico,33043000,"ESM IMPALA VERNIZ 7,5 ML",6.49
Monofasico,30049069,"DIPIRONA 1G 10CPR (NATULAB)",9.25
Monofasico,30049039,"PREGABALINA 75 MG CAPS BL X 30",27.75
Monofasico,33079000,"DEPILBELLA CREME DEPILATORIO FACIAL PETALAS ROSAS",19.99
Monofasico,30049069,"HYSTIN 2MG/20 COMPRIMIDOS",8.0
Monofasico,30049039,"KIT NIMESULIDA 100MG C/ 3 UNID",10.0
Monofasico,30049099,"GEROVITAL COMP VITAMINA",80.0
Monofasico,30049099,"CYSTEX C/24 COMP",40.099999999999994
Monofasico,30049069,"CH CARTAGO MARROM/AZUL 40",49.99
Monofasico,30049029,"BUPROVIL 600MG CPR C/30-MT",18.0
Monofasico,30049045,"PARACETAMOL 750MG 20CPR BLF",12.0
Monofasico,33049990,"ACTINE PROT SOLAR MORENA F70 40G-DEMAIS PROD",82.99
Monofasico,30049069,"DIPIRONA 1G C 30 CP",10.0
Monofasico,30049049,"GLIFAGE XR 1GR CPR 1X30-ETICO",56.04
Monofasico,30049069,"PANTOPRAZOL 40MG C 60 CP",33.0
Monofasico,33059000,"MASC + LISO 250G",23.99
Monofasico,33049990,"OLEO DE GIRASSOL C/ VIT E EM 100ML",11.99
Monofasico,33043000,"REMOV. ESMALTE S/ ACETONA",24.99
Monofasico,33043000,"ESM IMPALA A.CASTELA GLITTER ESTR D ROD",6.99
Monofasico,33043000,"ESM IMPALA LUA",4.99
Monofasico,30049069,"DIPIRONA",4.0
Monofasico,30066000,"CICLO 21 PONDERADO",10.19
Monofasico,33052000,"CR. ALIS. HAIR LIFE 180 G",14.99
Monofasico,33043000,"REMOV MARCIA 100ML A BASE ACETONA* *",3.99
Monofasico,30049036,"PROPRANOLOL 40MG C/30 CP GEN () PHAR",8.97
Monofasico,30049069,"DESLORATADINA 5 MG C/ 10 CPR",22.0
Monofasico,30049045,"RESFEDRYL C/5 COMP",4.0
Monofasico,30049069,"SOMBRA GLITTER",14.99
Monofasico,30049069,"SOMBRA GLITTER",14.99
Monofasico,30049099,"DORIL C/6 COMP",2.0200000000000005
Monofasico,30049039,"DRAMIN B6 50+10MG C 30 CP",22.84
Monofasico,30043939,"FORMULA",44.0
Monofasico,33059000,"TINT KOLESTON 20 (TAG)",28.99
Monofasico,33049990,"PROT NIVEA SOLAR SUN FACIAL TOQUE SECO FPS70 40M",64.39
Monofasico,33049990,"PROT SOL NIVEA SUN 200ML F70 PROTECTHIDRATA(E)*",108.99
Monofasico,30049099,"ALENIA 6/200MG CPS 1X60+REFIL-ETICO",115.83
Monofasico,30049069,"BORRIFADOR 500ML BRANCO",14.0
Monofasico,30049069,"DIPIRONA 500MG 10CP",4.0
Monofasico,30049045,"RESFEDRYL C/5 COMP",4.0
Monofasico,30044990,"DORFLEX ENV. C/ 10 CRP",7.5
Monofasico,30042052,"CEFALEXINA 500 MG 1 BL X 10 CPR",32.4
Monofasico,30049069,"QUADRIDERM CREME C/ 20 GRS NEG.",59.87
Monofasico,30049069,"SAND DOURADA COM BRILHO VIZZANO 35",149.99
Monofasico,30045090,"APEVITIN BC XPE 240 ML CIPROEPTADINA+ASSOC EMS.",30.0
Monofasico,30049099,"BUCLINA 25MG C/ 30 COMP REV (LAB HYPERA PP-PRESCRI",20.78
Monofasico,30049069,"BOLA COURO SINTETICO",59.98
Monofasico,33059000,"TINT. CORTON CR 050G 07.7 MARROM DOU(E) - 1277",17.99
Monofasico,33059000,"TINT COR E TIN 7777",17.99
Monofasico,30049069,"ELASTICO COLORIDOS",4.99
Monofasico,33059000,"COLOR SOFT COLOR 0073 AVELA(E)*",29.99
Monofasico,30049039,"KIT NIMESULIDA 100MG C/ 3 UNID",10.0
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",9.99
Monofasico,30049069,"SAND BRANCA MOLECA SALTO BAIXO 37",124.99
Monofasico,30049069,"ANADOR 500MG C/ 4",5.2
Monofasico,30049069,"PIRANHA ACRILICO COLORIDA",8.99
Monofasico,30049099,"SIMETICONA 75MG/ML GTS 15ML AIR",10.0
Monofasico,30049069,"LABIRIN 24MG",65.31
Monofasico,30049079,"GLICLAZIDA 60MG C 60 CP",70.0
Monofasico,30049099,"TINTURA DE IODO 30 ML C/CONTA GOTAS FARM",7.99
Monofasico,34012010,"SABONETE LIQUIDO GLICERINADO 2 250ML ISABABY",19.99
Monofasico,30049069,"LORATADINA 1MG/ML EM 100ML",15.0
